Incident.day	Incident.month	Incident.year	Latitude	Longitude	Shark.common.name	Shark.scientific.name	Provoked.unprovoked	Victim.activity	Injury.location	Injury.description	Injury.severity\xca	Victim.gender	Victim.age	Time.of.incident
31	7	2012	-32.76666667	134.2	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, shoulder"		major lacerations	male	47	
14	7	2012	-30.83333333	115.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: body not recovered			male	24	0900
28	8	2012	-24.38333333	113.3833333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	torso		major lacerations	male	34	1525
3	10	2012	-31.76666667	115.7166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	11	1230
28	12	2012	-31.73333333	152.7833333	bull shark	Carcharhinus leucas	unprovoked	boarding	thigh		major lacerations	male	29	1045
2	12	2012	-30.86666667	153.0333333	grey nurse shark	Carcharius taurus	provoked	spearfishing	leg		minor lacerations	male	31	1630
30	12	2012	-33.75	151.3	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1245
5	1	2013	-20.35	116.8166667	whaler shark	Carcharhinidae	provoked	spearfishing	leg		minor lacerations	male		1000
25	1	2013	-26.36666667	153.0833333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	"torso, shoulder"		minor lacerations	male		
10	3	2013	-28.8	114.6	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	"arm, hand"		minor lacerations	male	28	0900
22	4	2013	-29.46666667	153.35	wobbegong	Orectolobidae	provoked	swimming	leg		other: teeth marks	female		
24	5	2013	-32.4	115.7333333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1700
29	5	2013	-28.63333333	153.6	wobbegong	Orectolobidae	provoked	swimming	foot		other: teeth marks	male	65	0610
6	6	2013	-35.06666667	150.7833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1600
1	7	2013	-38.46666667	145.0166667	white shark	Carcharodon carcharias	unprovoked	swimming	"arm, hand"		minor lacerations	male	29	0530
24	10	2013	-33.71666667	151.3	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	male		1815
28	10	2013	-21.95	114.1166667	grey reef shark	Carcharhinus amblyrhynchos	unprovoked	snorkelling	arm		minor lacerations	female		
8	10	2013	-33.95	123.9166667	white shark	Carcharodon carcharias	provoked	diving	"head, shoulder"		major lacerations	male	55	1030
30	11	2013	-30.26666667	153.1333333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	leg		major lacerations	male	19	1230
23	11	2013	-33.85	114.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, torso, leg"		major lacerations	male	35	0900
14	12	2013	-28.1	153.4666667	wobbegong	Orectolobidae	unprovoked	diving	leg		surface wound	female	33	1230
5	12	2013	-31.45	152.9166667	wobbegong	Orectolobidae	unprovoked	boarding	leg		minor lacerations	male	26	1815
8	2	2014	-35.13333333	137.7	white shark	Carcharodon carcharias	provoked	spearfishing	other: body not recovered			male	28	1200
18	2	2014	-32	115.55	white shark	Carcharodon carcharias	provoked	spearfishing	other: uninjured			male	70	1345
18	3	2014	-38.36666667	144.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	42	
12	3	2014	-31.46666667	152.9166667	wobbegong	Orectolobidae	provoked	swimming	foot		minor lacerations	male	40	1800
3	4	2014	-36.71666667	149.9833333	white shark	Carcharodon carcharias	unprovoked	swimming	other: body not recovered			female	63	0820
24	4	2014	-23.13333333	113.75	whaler shark	Carcharhinidae	provoked	spearfishing	"arm, hand"		minor lacerations	male		1500
14	5	2014	-33.63333333	134.8666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	35	0930
25	5	2014	-27.98333333	153.4166667	bull shark	Carcharhinus leucas	unprovoked	swimming	thigh		major lacerations	female	29	2130
9	6	2014	-35.63087083	138.4666667	white shark	Carcharodon carcharias	unprovoked	boarding	torso		minor lacerations	male	39	0945
1	6	2014	-34.83333333	150.75	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	male		0700
19	6	2014	-35.5	138.7166667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male	15	1700
19	6	2014	-35.5	138.7166667	white shark	Carcharodon carcharias	unprovoked	boarding			minor lacerations	male		1700
16	8	2014	-23.78333333	113.5	whaler shark	Carcharhinidae	provoked	spearfishing	head		major lacerations	male	31	
9	9	2014	-28.63333333	153.6	white shark	Carcharodon carcharias	unprovoked	snorkelling	thigh		major lacerations	male	50	1030
26	9	2014	-31.41666667	152.9166667	wobbegong	Orectolobidae	unprovoked	swimming	"arm, hand"		minor lacerations	female	13	
17	10	2014	-33.45	151.4333333	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	female	13	0630
29	10	2014	-31.98333333	152.5666667	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	male	20	1800
2	10	2014	-33.83333333	121.9166667	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, leg"		major lacerations	male	23	1100
10	11	2014	-30.2	159.15	wobbegong	Orectolobidae	provoked	swimming	foot		punctures	male		0630
10	11	2014	-35.73333333	150.2	wobbegong	Orectolobidae	provoked	snorkelling	thigh		other: teeth marks	male		
29	11	2014	-33.75	151.3	wobbegong	Orectolobidae	unprovoked	swimming	"thigh, right"		minor punctures	female		0530
29	11	2014	-32.6	115.6166667	bronze whaler shark	Carcharhinus brachyurus	unprovoked	boarding	leg		other: teeth marks	male	13	0625
29	12	2014	-35.1338	150.686	unknown	unknown	unprovoked	boarding	"leg, ankle"		minor lacerations	male		0715
29	12	2014	-34.88003124	118.404958	white shark	Carcharodon carcharias	provoked	spearfishing	leg		major lacerations	male	17	1220
15	12	2014	-16.2	145.75	tiger shark	Galeocerdo cuvier	provoked	spearfishing	"arm, leg"		major lacerations	male	18	1100
19	1	2015	-28.63333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			female		
5	1	2015	-32.68333333	152.0333333	wobbegong	Orectolobidae	provoked	other: standing in water	foot		minor lacerations	male		1700
30	1	2015	-27.63333333	153.45	bull shark	Carcharhinus leucas	unprovoked	unmotorised boating	other: uninjured			male	57	0500
24	1	2015	-28.83333333	153.6	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	36	1100
16	1	2015	-35.33333333	150.4666667	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	hand		minor lacerations	male	17	
8	2	2015	-28.88333333	153.5666667	white shark	Carcharodon carcharias	unprovoked	boarding	"torso, pelvic region"		major lacerations	male	35	0600
9	2	2015	-28.85	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	41	
6	2	2015	-32.95	151.75	wobbegong	Orectolobidae	unprovoked	swimming	leg		minor lacerations	male		
24	3	2015	-31.51666667	159.05	galapagos shark	Carcharhinus galapagensis	provoked	swimming	leg		minor lacerations	female	43	1200
9	4	2015	-31.51666667	159.05	galapagos shark	Carcharhinus galapagensis	provoked	swimming	leg		minor lacerations	male	8	1630
11	4	2015	-35.8	150.2166667	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	male		0630
25	4	2015	-34.86666667	135.7666667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	26	0945
3	5	2015	-32.01666667	152.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		major lacerations	male	46	1430
24	6	2015	-35.01666667	117.3333333	white shark	Carcharodon carcharias	unprovoked	boarding	"head, hand"		surface wound	female	37	0930
26	6	2015	-31.98333333	115.5333333	wobbegong	Orectolobidae	provoked	swimming	arm		minor lacerations	male	19	
24	6	2015	-28.63333333	153.6	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	71	1115
1	6	2015	-35.65	150.2833333	tiger shark	Galeocerdo cuvier	provoked	spearfishing	foot		minor lacerations	male	21	1700
21	7	2015	-28.1	153.465	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1000
25	7	2015	-42.63333333	147.9833333	white shark	Carcharodon carcharias	provoked	diving	"torso, pelvic region"		major lacerations	male	47	0800
24	7	2015	-42.63333333	147.9833333	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		0800
31	7	2015	-29.1	153.4333333	white shark	Carcharodon carcharias	unprovoked	boarding	"leg, hand"		major lacerations	male	51	0600
3	7	2015	-28.78333333	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	51	0900
1	7	2015	-29.43333333	153.3666667	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		major lacerations	male		
23	7	2015	-38.25	141.7833333	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		minor lacerations	male	40	
2	7	2015	-28.86666667	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	32	1015
22	8	2015	-31.46666667	152.9166667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		major lacerations	male	38	1700
16	8	2015	-18.83333333	147.6333333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	other: uninjured			female		
8	9	2015	-33.05	152.5333333			provoked	boarding	"arm, hand"		minor lacerations	male	42	0615
4	9	2015	-32.06666667	152.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		major lacerations	male	65	1200
26	9	2015	-17.21666667	146.0833333			unprovoked	snorkelling	leg		major lacerations	female	7	
30	10	2015	-34.88003124	118.404958	white shark	Carcharodon carcharias	provoked	spearfishing	"arm, torso, hand, shoulder "		minor lacerations	male	50	1130
7	10	2015	-32.6	115.6166667	grey nurse shark	Carcharius taurus	unprovoked	boarding	foot		minor lacerations	male	18	1650
10	11	2015	-28.86666667	153.5833333	bull shark	Carcharhinus leucas	unprovoked	boarding	thigh		major lacerations	male		1815
9	1	2016	-26.8	153.1333333	wobbegong	Orectolobidae	provoked	boarding	foot		major lacerations	male		
5	1	2016	-23.43333333	151.9	blacktip reef shark	Carcharhinus melanopterus	unprovoked	swimming	calf		major lacerations	male	11	
2	1	2016	-23.15	150.9	tiger shark	Galeocerdo cuvier	provoked	spearfishing	"arm, leg"		major lacerations	male	31	1200
4	2	2016	-34	151.65	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		
21	2	2016	-23.56666667	151.3166667	wobbegong	Orectolobidae	provoked	spearfishing	arm		minor lacerations	male		
11	2	2016	-40.91666667	144.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1230
11	3	2016	-31.18333333	152.9666667	white shark	Carcharodon carcharias	unprovoked	boarding				male		
2	3	2016	-37.03333333	139.7333333	bronze whaler shark	Carcharhinus brachyurus	provoked	fishing			minor lacerations	male		2330
28	3	2016	-34.03333333	151.15	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1100
30	3	2016	-34.65	150.85	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	22	1900
20	4	2016	-28.63333333	153.6	wobbegong	Orectolobidae	provoked	swimming	foot		minor lacerations	male	12	1030
31	5	2016	-32.58333333	115.6333333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	29	
31	5	2016	-28.25276667	153.5921833	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	other: uninjured			male		1730
5	6	2016	-31.66666667	115.6666667	white shark	Carcharodon carcharias	unprovoked	diving			major lacerations	female	60	
15	6	2016	-23.02411667	113.1294	grey reef shark	Carcharhinus amblyrhynchos	provoked	spearfishing	other: uninjured			male	19	
26	6	2016	-34.6215	150.8568	unknown		unprovoked	boarding	other: uninjured			male		1643
31	6	2016	-28.2646	153.5777	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	other: uninjured			male	23	1630
19	7	2016	-32.717	152.1049	unknown		provoked	spearfishing	other: uninjured			male		morning
26	7	2016	-28.8377	153.6044	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	18	1200
29	7	2016	-28.3037	153.5742	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		740
16	9	2016	-38.06115	144.04745	white shark 	Carcharodon carcharias	unprovoked	boarding				male		
26	9	2016	-28.86666667	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male		
5	9	2016	-33.11656667	114.1649	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		
15	10	2016	-27.335	153.235	white shark	Carcharodon carcharias	unprovoked	boarding	"leg, torso"		minor lacerations	male		1800
12	10	2016	-28.83333333	153.6	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male	20	1030
24	10	2016	-33.08945	151.0587667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male	36	
4	10	2016	-20.23333333	148.95	lemon shark	Negaprion brevirostris	provoked	swimming	arm		minor lacerations	male	10	
1	12	2016	-32.30595	152.52275	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, foot"		major lacerations	male	65	0900
10	12	2016	-12.45183333	143.3444167	bull shark	Carcharhinus leucas	provoked	spearfishing	other: uninjured			male	35	
24	12	2016	-21.15741667	114.0218833	whaler shark	Carcharhinidae	unprovoked	snorkelling	"torso, pelvic region"		minor lacerations	female		
15	12	2016	-31.14531667	115.1265			unprovoked	snorkelling	foot		minor lacerations	male	61	
21	1	2017	-9.863916667	144.7908167	whaler shark	Carcharhinidae	unprovoked	snorkelling	"hand, arm, torso"		major lacerations	male	55	
3	1	2017	-36.88666667	149.9131833	wobbegong	Orectolobidae	provoked	swimming	foot		minor lacerations	male	19	
13	1	2017	-21.96676667	149.4843833			unprovoked	swimming	hand		minor lacerations	male	57	1330
8	1	2017	-10.65406667	142.5072333	whaler shark	Carcharhinidae	provoked	spearfishing	other: uninjured			male		
24	2	2017	-32.567	115.65			unprovoked	boarding				male		0730
18	2	2017	-18.24948333	146.1839333	tiger shark	Galeocerdo cuvier	unprovoked	snorkelling	leg		major lacerations	male	25	
25	2	2017	-23.2411667	113.1294	bull shark	Carcharhinus leucas	unprovoked	snorkelling	hand		minor lacerations	female		
19	3	2017	-34.60465	150.8677833			unprovoked	boarding	"torso, pelvic region"		minor lacerations	male	30	1830
2	4	2017	-27.05206667	153.05745			unprovoked	unmotorised boating	other: uninjured			male		1500
2	4	2017	-32.7667	152.1127	grey nurse shark	Carcharius taurus	provoked	boarding	left foot		minor lacerations	male	46	1700
17	4	2017	-33.83250092	121.9968696	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	female	17	1600
4	6	2017	-33.0775	151.0725	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1700
11	6	2017	-33.3146	115.635	white shark	Carcharodon carcharias	unprovoked	boarding						
29	8	2017	-38.5367	143.9715	white shark	Carcharodon carcharias	unprovoked	boarding	pelvic region		minor lacerations	male		
10	9	2017	-29.59387	153.3322	white shark	Carcharodon carcharias	unprovoked	boarding						
25	9	2017	-33.8585	114.9843	white shark	Carcharodon carcharias	unprovoked	boarding				female		
10	9	2017	-20.61367	117.1863	whaler shark	Carcharhinidae	unprovoked	swimming	leg			male		1500
22	10	2017	-35.448	138.318	white shark	Carcharodon carcharias	unprovoked	unmotorised boating				female		
28	10	2017	-32.798333	152.079167	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	male	31	0900
13	11	2017	-33.465	151.435	white shark	Carcharodon carcharias	unprovoked	boarding	arm		minor lacerations	male	25	1600
11	12	2017	-32.7876	152.08002	grey nurse shark	Carcharius taurus	unprovoked	boarding				male		540
28	1	2018	-16.4683	123.5353	bull shark	Carcharhinus leucas	provoked	swimming				male		
13	1	2018	-34.425072	150.893143	white shark	Carcharodon carcharias	unprovoked	snorkelling			surface wound	female	28	0900
5	1	2018	-33.8416	115.0221	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male		1800
14	1	2018	-14.668	145.4638	grey reef shark	Carcharhinus amblyrhynchos	provoked	snorkelling			major lacerations	male		
1	2	2018	-32.5361	115.7424	whaler shark	Carcharhinidae	provoked	spearfishing				male	14	
15	2	2018	-34.67	150.84	whaler shark	Carcharhinidae	unprovoked	other: standing in water	"leg, foot"		minor lacerations	male	35	1620
5	2	2018	-31.7789	115.7326	wobbegong	Orectolobidae	unprovoked	swimming	calf		minor lacerations	female	17	
15	2	2018	-33.5638	115.0629	wobbegong	Orectolobidae	provoked	snorkelling	leg		minor lacerations	male		
23	2	2018	-33.993	151.1753	white shark	Carcharodon carcharias	unprovoked	swimming	leg		major lacerations	female	55	1900
4	3	2018	-34.2256	115.0609	tiger shark	Galeocerdo cuvier	provoked	snorkelling	other: uninjured			male		
9	3	2018	-38.37	144.28	bronze whaler shark	Carcharhinus brachyurus	unprovoked	boarding	foot		minor lacerations	male	18	
16	4	2018	-33.8416	115.0221	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	41	1440
16	4	2018	-33.8416	115.0221	white shark	Carcharodon carcharias	unprovoked	boarding	calf		major lacerations	male	37	
25	4	2018	-33.9825	114.9922	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	60	0930
11	5	2018	-33.8416	115.0221	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			female		1130
8	6	2018	-30.296	153.11	wobbegong	Orectolobidae	unprovoked	boarding	"calf, foot"		minor lacerations	male	19	
3	6	2018	-28.84	153.601	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	37	
19	9	2018	-20.25	148.9333	tiger shark	Galeocerdo cuvier	unprovoked	swimming			major lacerations	female		
20	9	2018	-20.25	148.9333	tiger shark	Galeocerdo cuvier	unprovoked	swimming			major lacerations	female		
28	9	2018	-13.97	136.5933	bull shark	Carcharhinus leucas	unprovoked					male	17	
20	10	2018	-32.7667	152.0833	wobbegong	Orectolobidae	provoked	swimming				male		
5	11	2018	-20.25	148.9333			unprovoked	boarding	"leg, arm"			male		
28	11	2018	-33.37	151.4859	wobbegong	Orectolobidae	unprovoked	boarding	foot		punctures	male	28	1640
6	11	2018	-28.8632	153.5944	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	43	0645
15	11	2018	-26.791	153.139	tiger shark	Galeocerdo cuvier	unprovoked							
17	11	2018	-34.830278	150.7561	wobbegong	Orectolobidae	unprovoked	boarding	"leg, hand"		minor lacerations	male	24	1300
18	11	2018	-12.1825	136.7819	whaler shark	Carcharhinidae	provoked	spearfishing	"arm, leg"		major lacerations	male	17	1000
11	11	2018	-32.6036	115.6304	grey nurse shark	Carcharius taurus	unprovoked	boarding	foot		minor lacerations	male	20	0900
9	12	2018	-30.643181	153.008839			unprovoked							
15	12	2018	-33.425018	151.342224	wobbeogong	Orectolobidae	provoked	swimming	left foot		minor lacerations	male	68	1100
14	1	2019	-31.989	115.7526	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	female	15	1130
	2	2019	-33.6702	114.9951	white shark	Carcharodon carcharias	provoked	spearfishing				male	27	
4	2	2019	-30.452	152.8979			unprovoked	boarding				male	50	615
11	2	2019	-13.8611	136.8116	whitetip reef shark	Triaenodon obesus	provoked							
17	2	2019	-28.6337	153.6003	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	41	0640
25	3	2019	-18.156	147.48	grey reef shark	Carcharhinus amblyrhynchos	unprovoked	snorkelling	"thigh, pelvic region"		major lacerations	male	25	1230
20	4	2019	-32.7501	152.1459	grey nurse shark	Carcharius taurus	provoked	spearfishing	arm		minor lacerations	male	18	1400
14	5	2019	-24.7293	152.101			unprovoked	swimming	"calf, foot"		minor lacerations	male	53	1620
7	6	2019	-43.6523	146.277	white shark	Carcharodon carcharias	provoked	diving				male		
5	6	2019	-28.7999	153.58	whaler shark	Carcharhinidae	unprovoked							
28	7	2019	-11.9667	143.2333	tiger shark	Galeocerdo cuvier	provoked	snorkelling	leg		major lacerations	female	21	1830
2	7	2019	-33.8005	151.2979	grey nurse shark	Carcharius taurus	unprovoked	swimming	"leg, torso"		major lacerations	male	54	0530
9	7	2019	-26.7994	153.0611	bull shark	Carcharhinus leucas	unprovoked	boarding	arm		minor lacerations	male	43	0700
18	7	2019	-28.45602	153.54457	bull shark		unprovoked	surfing	"leg, thigh"		major lacerations	male		
2	9	2019	-34.6817	150.8511			unprovoked							
7	9	2019	-31.7247	115.7249	white shark	Carcharodon carcharias	provoked	spearfishing				male		
29	10	2019	-21.957	148.1893				snorkelling				male		
29	10	2019	-20.3441	148.1893			unprovoked	snorkelling				male		
5	10	2019	-32.4436	152.5279	white shark	Carcharodon carcharias	unprovoked	boarding				male	29	
17	10	2019	-27.0609	153.2006				boarding				male	17	
30	11	2019	-24.8312	152.4592			unprovoked	snorkelling	foot		minor lacerations	male	30	1900
7	12	2019	-20.3441	114.143										
17	12	2019	-34.6038	150.8676	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	42	1900
30	12	2019	-23.3	151.71	lemon shark	Negaprion brevirostris		swimming				male		
5	1	2020	-33.9222	121.9032	white shark	Carcharodon carcharias	unprovoked	diving						
1	1	2020	-30.3119	153.1427	bull shark	Carcharhinus leucas	unprovoked	boarding						
19	1	2020	-31.9908	115.5215	white shark	Carcharodon carcharias	provoked	snorkelling				male		1415
8	1	2020	-23.2951	151.7079	lemon shark	Negaprion brevirostris	unprovoked	swimming						
17	1	2020	-34.5343	150.8746			unprovoked	boarding	foot		minor lacerations	male	60	800
6	2	2020	-14.6787	145.4483	lemon shark	Negaprion brevirostris	unprovoked	swimming	"head, torso"		minor lacerations	female	64	700
21	4	2020	-31.19	152.98	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	female	55	800
7	4	2020	-23.2951	151.7079			unprovoked	swimming	"arm, leg, torso"			male	23	
19	4	2020	-21.93	114.117778	bull shark	Carcharhinus leucas	unprovoked	boarding				male	10	1500
6	4	2020	-34.6817	150.8511	bull shark	Carcharhinus leucas	unprovoked	boarding				male	21	
8	5	2020	-38.3669	144.2847	whaler shark	Carcharhinidae	unprovoked	boarding	leg		minor lacerations	male	23	
7	6	2020	-28.2778	153.5774	white shark	Carcharodon carcharias	unprovoked	boarding	thigh			male	60	1000
6	6	2020	-22.6799	113.698			unprovoked	boarding				female		1030
13	6	2020	-33.49762	151.420378	white shark	Carcharodon carcharias	unprovoked	boarding						
14	6	2020	-34.33834	150.91347	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing				female	16	
14	6	2020	-34.33834	150.91347	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing				male	13	
14	6	2020	-34.33834	150.91347	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing				male	13	
31	7	2020	-33.5427	115.0392	white shark	Carcharodon carcharias	unprovoked							
14	7	2020	-16.9337	145.9943	whaler shark	Carcharhinidae	unprovoked	swimming	"leg, foot"		major lacerations	female	29	1100
4	7	2020	-25.2398	153.1325	whaler shark	Carcharhinidae	provoked	snorkelling	"leg, foot"			male	36	1400
17	7	2020	-40.7667	145.3	white shark	Carcharodon carcharias	provoked	fishing	"arm, torso, head"		major lacerations	male	10	
8	7	2020	-33.44815	151.44666	dusky shark	Carcharhinus obscurus	unprovoked	swimming				female	55	1915
11	7	2020	-29.853	153.2715	white shark	Carcharodon carcharias	unprovoked	boarding			major lacerations	male	15	1430
15	8	2020	-31.4333	152.9	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	female	35	930
8	9	2020	-28.164	153.5476	white shark	Carcharodon carcharias	unprovoked							
17	9	2020	-28.33362	153.569698	white shark	Carcharodon carcharias	provoked	boarding				male	43	1630
21	9	2020	-32.7876	152.08002	whaler shark	Carcharhinidae	unprovoked	standing	leg	left leg	minor lacerations	male	46	550
21	9	2020	-32.7876	153.08002	wobbegong	Orectolobidae	unprovoked	boarding	leg	left shin	minor lacerations	male		1730
20	10	2020	-33.950	151.267	white shark	Carcharodon carcharias	unprovoked	scuba diving	leg	scratch	minor lacerations	male	45	1430
21	10	2020	-38.26789	144.66193	whaler shark	Carcharhinidae	unprovoked	boarding				male	28	1920
25	10	2020	-18.25	146.666944	bull shark	Carcharhinus leucas	provoked	spearfishing	leg		major lacerations	male	59	1200
9	10	2020	-34.8611	121.8919	white shark	Carcharodon carcharias	unprovoked	boarding				male		
22	11	2020	-17.9319	122.2081	bull shark	Carcharhinus leucas	unprovoked	boarding				male	50	845
26	11	2020	-13.7333	143.8667	hammerhead shark	Sphyrnidae	provoked	fishing				male		
2	11	2020	-31.4295	152.9193	wobbegong	Orectolobidae	unprovoked	boarding	"hand, foot"		minor lacerations	male	13	600
9	12	2020	-17.9319	122.2081	bull shark	Carcharhinus leucas	unprovoked	boarding				male		700
6	12	2020	-35.9295	137.5966	white shark	Carcharodon carcharias	unprovoked	boarding				male	29	1420
23	1	2021	-33.0833	151.5833	bull shark	Carcharhinus leucas	unprovoked	swimming				male		1830
30	1	2021	-33.8640	114.9864	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	female	46	1030
14	1	2021	-32.0117	115.7866	bull shark	Carcharhinus leucas	unprovoked	swimming			major lacerations	male	50	800
14	2	2021	-31.034	115.3356	wobbegong	Orectolobidae	unprovoked	boarding						
7	3	2021	-34.0557	151.1551	wobbegong	Orectolobidae	unprovoked	boarding				male	28	800
27	3	2021	-34.2763	115.052	wobbegong	Orectolobidae	provoked	spearfishing				male		
13	3	2021	-36.8875	149.9059			unprovoked	swimming	"torso, pelvic region"		major lacerations	female	63	700
27	3	2021	-23.325	113.791	bull shark	Carcharhinus leucas	provoked	spearfishing	calf		minor lacerations	male		1220
20	3	2021	-33.6397	115.0263	blacktip reef shark	Carcharhinus melanopterus	unprovoked	boarding				male		1500
19	4	2021	-20.6564	116.7081	blacktip reef shark	Carcharhinus melanopterus	unprovoked	swimming	foot			male	33	1540
21	5	2021	-17.5804	122.1571	tiger shark 	Galeocerdo cuvier	provoked	spearfishing	"arm, hand"		minor lacerations	male	48	1120
18	5	2021	-32.1521	152.5053	white shark	Carcharodon carcharias	unprovoked	boarding				male		1100
11	6	2021	-23.1423	113.7723	tiger shark 	Galeocerdo cuvier	unprovoked	snorkelling	foot			male	10	
23	6	2021	-29.9453	114.9824	white shark	Carcharodon carcharias	provoked	spearfishing	"calf, foot"		minor lacerations	male	25	1420
5	7	2021	-31.1295	153.0011	white shark	Carcharodon carcharias	unprovoked	boarding	arm			male	25	
27	7	2021	-20.6517	115.5785	lemon shark	Negaprion brevirostris	provoked	motorised boating	"leg, pelvic region"		minor lacerations	male	32	
5	9	2021	-30.1575	153.1502	white shark	Carcharodon carcharias	unprovoked	boarding	arm			male	31	1100
18	9	2021	-30.2860	153.1364	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	47	
17	10	2021	-20.2665	148.8819			unprovoked	swimming	leg		minor lacerations	male		
11	10	2021	-30.2042	153.1490	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	37	600
6	11	2021	-32.0569	115.7439	white shark	Carcharodon carcharias	unprovoked	swimming				male	57	
6	12	2021	-38.2676	144.5067			unprovoked		torso		minor lacerations	male		
6	12	2021	-38.2676	144.5067			unprovoked	boarding	"leg, hand"		minor lacerations	female	15	
12	12	2021	-16.9062	145.8662	bull shark	Carcharhinus leucas	provoked	spearfishing	leg		major lacerations	male	24	
4	1	2022	-35.1011	150.6892	whaler shark	Carcharhinidae	unprovoked	swimming	"leg, thigh"		minor lacerations	female	42	620
24	1	2022	-33.7000	151.2999	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	male	11	
22	1	2022	-35.0031	117.8660	wobbegong	Orectolobidae	unprovoked	snorkelling	"leg, other: multiple bites"		minor lacerations	male		
16	2	2022	-30.8830	153.0830	white shark	Carcharodon carcharias	unprovoked	swimming				male	35	1700
