Incident.day	Incident.month	Incident.year	Victim.injury	State	Location	Latitude	Longitude	Shark.common.name	Shark.length.m	Provoked.unprovoked	No.sharks	Victim.activity	Injury.location	Injury.severity	Victim.gender	Victim.age	Time.of.incident
10	2	1946	injured	WA	"city beach, perth"	-31.93333333	115.75	white shark	4.2	unprovoked	1	swimming	"thigh, calf, foot"	major lacerations	male	18	1215
19	4	1946	fatal	QLD	"trinity beach, cairns"	-16.78333333	145.7	tiger shark		unprovoked	1	swimming	"arm, leg"	major lacerations	male	17	0830
18	8	1946	fatal	QLD	"ellis beach, cairns"	-16.71666667	145.6333333	tiger shark	4.8	unprovoked	1	swimming	torso	major lacerations	male	30	1520
14	10	1946	injured	NSW	"lake macquarie, mark's point"	-33.05	151.6333333	bull shark		unprovoked	1	swimming	leg	minor lacerations	male	15	1300
20	11	1946	fatal	QLD	"thursday island, torre strait"	-10.56666667	142.2166667	tiger shark		provoked	1	snorkelling	arm	major lacerations	male	30	
27	12	1946	injured	SA	"glenelg jetty, adelaide"	-34.96666667	138.5	white shark		unprovoked	1	swimming	"arm, hand"	minor lacerations	male	23	
23	7	1947	uninjured	NT	darwin harbour	-12.45	130.7833333	tiger shark		provoked		diving	other: uninjured		male		
27	10	1947	injured	QLD	mornington island	-16.55	139.4	tiger shark		unprovoked	1	other: standing in water	leg	major lacerations	male		
8	11	1947	fatal	NSW	"port macquarie, wilson river"	-31.33333333	152.8333333	bull shark		unprovoked	1	swimming	leg	major lacerations	male	12	1600
8	11	1947	injured	NSW	"port macquarie, wilson river"	-31.33333333	152.8333333	bull shark		unprovoked	1	swimming	foot	minor lacerations	male	13	1600
21	12	1947	injured	NSW	"watson taylor lake, laurieton"	-31.7	152.75	bull shark	2.0	provoked	1	fishing	thigh	minor lacerations	male	9	
5	1	1948	injured	WA	rottnest island	-31.98333333	115.5333333	wobbegong	0.8	provoked	1	swimming	leg	other: teeth marks	male		
12	2	1948	fatal	NSW	"stockton beach, newcastle"	-32.85	151.8333333	tiger shark	4.0	unprovoked	1	swimming	"torso, leg"	major lacerations	male	16	
18	11	1948	injured	QLD	"torres strait, saibai island"	-9.633333333	142.6833333	tiger shark		provoked	1	snorkelling	leg	major lacerations	male	41	
26	12	1948	fatal	QLD	"caloundra, kings beach"	-26.8	153.1333333	tiger shark		unprovoked	1	swimming	"arm, leg, pelvic region"	major lacerations	male	28	1130
4	12	1948	uninjured	NSW	"nielson park, sydney harbour"	-33.85	151.25	tiger shark	2.0	provoked	1	spearfishing	other: uninjured		male		
14	1	1949	uninjured	NSW	"bondi north, ben buckler, sydney"	-33.88333333	151.2666667	whaler shark		provoked	2	boarding	other: uninjured		male	32	
17	1	1949	injured	NSW	evans head	-29.1	153.4333333	wobbegong		provoked	1		leg	minor lacerations	male		
13	1	1949	uninjured	NSW	"mona vale beach, sydney"	-33.66666667	151.3	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	0	
23	1	1949	fatal	NSW	"bar beach, newcastle"	-32.93333333	151.75	white shark	4.0	unprovoked	1	swimming	"leg, hand"	major lacerations	male	20	1500
26	2	1949	uninjured	NSW	"newport, sydney"	-33.65	151.3166667	white shark	3.6	unprovoked	1	boarding	other: uninjured		male		
17	4	1949	fatal	QLD	"ellis beach, cairns"	-16.71666667	145.6333333	tiger shark	3.6	unprovoked	1	swimming	leg	major lacerations	male	13	1330
16	5	1949	injured	WA	"broome, gantheaume point"	-17.96666667	122.1666667	bull shark	2.7	unprovoked	1	swimming	arm	major lacerations	female	22	
16	8	1949	injured	TAS	"flinders island, bass strait."	-40.11666667	148.9333333	white shark		unprovoked	1	swimming	thigh	minor lacerations	male	18	
28	8	1949	injured	QLD	"yorkey knob beach, cairns"	-16.81666667	145.7666667	tiger shark		unprovoked	1	swimming	torso	abrasion	male	21	1330
28	8	1949	fatal	QLD	"yorkey knob beach, cairns"	-16.81666667	145.7666667	tiger shark		unprovoked	1	swimming	torso	major lacerations	male	34	1330
20	11	1949	injured	NSW	"botany bay, kurnell"	-34	151.2	wobbegong	2.0	provoked	2	swimming	arm	minor lacerations	male	36	
8	1	1950	injured	VIC	"port phillip bay, south beach, werribee"	-37.96666667	144.7	wobbegong		provoked	1	swimming	foot	minor lacerations	male		
11	4	1950	fatal	QLD	"cairns, kings beach"	-16.9	145.85	tiger shark		unprovoked		swimming		major lacerations	male	50	
25	11	1950	injured	QLD	burleigh heads	-28.1	153.1	bull shark	3.6	unprovoked	1	swimming	"hand, pelvic region"	major lacerations	male	21	1700
12	11	1950	uninjured	QLD	yeppoon	-23.11666667	150.7333333	tiger shark		unprovoked	1	unmotorised boating	other: uninjured		male	18	
16	12	1950	fatal	QLD	"palm beach, gold coast"	-28.1	153.4666667	tiger shark		unprovoked	1	swimming	"leg, torso"	major lacerations	male	20	1615
3	2	1951	injured	NSW	"windang, lake illawarra, wollongong"	-34.53333333	150.8666667	bull shark		provoked	1	spearfishing	"thigh, torso"	abrasion	male	20	
1	2	1951	injured	NSW	"bondi beach, sydney"	-33.88333333	151.2666667	wobbegong	1.2	unprovoked	1	swimming	leg	major lacerations	male	14	
26	3	1951	injured	NSW	"avalon beach, sydney."	-33.63333333	151.3166667	wobbegong	1.8	provoked	1	boarding	torso	minor lacerations	male	23	
2	9	1951	fatal	QLD	fitzroy river	-23.38333333	150.55	bull shark		unprovoked	1	swimming	"leg, torso"	major lacerations	male	56	
22	10	1951	fatal	QLD	"townsville, kissing point"	-19.23333333	146.8	tiger shark		unprovoked	1	swimming	"hand, torso, thigh"	major lacerations	male	42	1900
6	12	1951	fatal	NSW	"merewether beach, newcastle"	-32.93333333	151.75	white shark	2.4	unprovoked	1	swimming	"arm, leg, torso"	major lacerations	male	21	1600
30	12	1951	uninjured	NSW	"terrigal, central coast"	-33.36666667	151.4333333	white shark	3.7	unprovoked	1	boarding	other: uninjured		male	32	
7	1	1952	injured	NSW	evan's head	-29.1	153.4333333	wobbegong	2.4	unprovoked	1	boarding	"calf, foot"	minor lacerations	male		
10	2	1952	uninjured	QLD	"townsville, ross creek"	-19.25	146.8166667	bull shark		provoked	1		other: uninjured		male		
6	5	1952	injured	WA	boyup brook (area)	-35.06666667	117.05	wobbegong		provoked	1	fishing	"arm, hand"	abrasion	male		
24	11	1952	injured	VIC	"somers beach, westernport"	-38.38333333	145.15	white shark	1.8	unprovoked	1	swimming	torso	abrasion	male	23	
21	12	1952	injured	SA	cape douglas	-38.01666667	140.5666667	white shark	2.5	provoked	1	fishing	thigh	major lacerations	male	25	
1	2	1953	injured	NSW	sydney	-33.86666667	151.2	wobbegong		provoked	1	spearfishing	leg	major lacerations	male		
15	2	1953	injured	NSW	"shellharbour, wollongong"	-34.56666667	150.8666667	wobbegong	1.8	provoked	1	spearfishing	head	other: teeth marks	male	25	
1	2	1953	injured	NSW	"collaroy beach, sydney"	-33.71666667	151.3	wobbegong		provoked	1	spearfishing	foot	minor lacerations	male		
22	3	1953	injured	NSW	"long reef, sydney"	-33.73333333	151.3	tiger shark	4.0	provoked	1	spearfishing	arm	minor lacerations	male	23	
29	12	1953	uninjured	NSW	"maroubra beach, sydney"	-33.93333333	151.25	white shark	3.7	unprovoked	1	swimming	other: uninjured		male	26	
22	12	1953	injured	NSW	"maroubra beach, sydney"	-33.93333333	151.25	white shark	3.7	unprovoked	1	swimming	"arm, leg"	abrasion	male	26	
13	12	1953	injured	QLD	"palm beach, gold coast"	-28.11666667	153.4666667	white shark		unprovoked	1	swimming	torso	surface wound	male	16	1200
20	1	1954	injured	SA	port macdonnell	-38.05	140.7	wobbegong		provoked	1		"arm, hand"	minor lacerations	male		
22	1	1954	injured	QLD	"torres strait, naghir island"	-10.23333333	142.4833333	tiger shark	1.6	provoked	1	spearfishing	arm	major lacerations	female		
30	1	1954	injured	NSW	avoca beach	-33.45	151.4333333	whaler shark		unprovoked	1	swimming	arm	minor lacerations	male		
27	2	1954	fatal	NSW	"the entrance, gosford"	-33.33333333	151.5	white shark		unprovoked	1	swimming	thigh	major lacerations	male	23	1715
28	6	1954	injured	QLD	"cairns,  fitzroy island"	-16.91666667	145.99445	tiger shark	2.4	provoked	1	snorkelling	"arm, shoulder"	major lacerations	male	30	
4	9	1954	fatal	QLD	"torres strait, darnley (erub) island"	-9.583333333	143.7666667	tiger shark		provoked	1	spearfishing		major lacerations	male		
17	1	1955	fatal	NSW	"balmoral beach, wyargine point"	-33.81666667	151.25	bull shark	4.0	provoked	1	spearfishing	"leg, hand"	major lacerations	male	13	1500
5	2	1955	fatal	NSW	"sugarloaf bay, sydney harbour"	-33.78333333	151.2166667	bull shark	3.6	unprovoked	1	swimming	leg	major lacerations	male	25	1400
9	3	1955	fatal	NSW	"wamberal beach, gosford."	-33.41666667	151.45	white shark		unprovoked	1	swimming	other: body not recovered		male	22	1800
15	10	1955	injured	QLD	tully (5 miles off)	-17.93333333	145.9333333	wobbegong	1.8	provoked	1	spearfishing	"arm, hand"	minor lacerations	male	28	1500
14	1	1956	injured	QLD	innisfail (off shore reef)	-17.71666667	146.4	tiger shark	5.0	provoked	1	snorkelling	leg	minor lacerations	male	18	
26	2	1956	fatal	QLD	"mackay, rocklea reach, pioneer river"	-21.11666667	149.15	bull shark		unprovoked	1	swimming	leg	major lacerations	male	14	1100
4	2	1956	injured	VIC	"cowes jetty, phillip island"	-38.43333333	145.2333333	wobbegong	0.9	unprovoked	1	swimming	leg	minor lacerations	male		
19	2	1956	uninjured	VIC	"port phillip bay, black rock beach"	-37.96666667	145	bronze whaler shark	3.6	provoked	1	spearfishing	other: uninjured		male	19	
17	3	1956	uninjured	WA	"woodmans point, perth"	-32.13333333	115.7333333	whaler shark		unprovoked	1	diving	other: uninjured		male	25	2155
4	3	1956	fatal	VIC	portsea beach	-38.33333333	144.7	white shark	4.0	unprovoked	1	swimming	torso	major lacerations	male	26	1700
1	5	1956	injured	QLD	torres strait	-10.58333333	142.2166667	tiger shark		provoked	1	snorkelling		major lacerations	male		
15	8	1956	injured	QLD	"southport, surfers paradise"	-28	153.4166667	wobbegong	1.2	provoked	1	diving	arm	other: teeth marks	male		
1	1	1957	uninjured	NSW	"byron bay, sharkey's beach "	-28.63333333	153.6166667	white shark		unprovoked	1	boarding	other: uninjured		male		
2	2	1957	fatal	WA	cape leveque	-16.38333333	122.9166667	tiger shark		unprovoked	1	swimming			male		
23	4	1957	injured	NSW	"merewether beach, newcastle"	-32.93333333	151.75	wobbegong		unprovoked	1	swimming	foot	minor lacerations	male	15	
13	4	1957	injured	QLD	"torres strait, hervey island harbour"	-10.56666667	142.2166667	tiger shark		provoked	1	swimming	"arm, shoulder"	major lacerations	male	22	1400
11	5	1957	injured	NSW	"port stephens, mount yakaba head"	-32.68333333	152.1833333	white shark		provoked	1	spearfishing	thigh	minor lacerations	male	28	
9	7	1957	injured	QLD	torres strait	-10.58333333	142.2166667	tiger shark	3.0	provoked	1	snorkelling	arm	major lacerations	male	36	
19	1	1958	injured	NSW	brunswick heads	-28.53333333	153.55	wobbegong		unprovoked	1	swimming	foot	other: teeth marks	male	14	
27	1	1958	injured	NSW	"swan lake, sussex inlet"	-35.2	150.55	white shark	3.0	provoked	1	spearfishing	leg	minor lacerations	male	17	
9	2	1958	uninjured	NSW	"lake macquarie, speers point"	-33.05	151.6333333	bull shark	3.1	provoked	1	fishing	other: uninjured		male		
10	3	1958	fatal	QLD	"torres strait, umaga (york) island"	-9.75	143.4	tiger shark		provoked	1	spearfishing	leg	major lacerations	male	24	
23	3	1958	uninjured	VIC	"port phillip bay, mornington, marina cove"	-38.21666667	145.0166667	bronze whaler shark	2.2	provoked	1	spearfishing	other: uninjured		male		
1	9	1958	injured	NSW	"port stephens, shoal bay"	-32.71666667	152.1666667	wobbegong	1.8	provoked	1	spearfishing	"arm, hand"	minor lacerations	male		
23	11	1958	fatal	QLD	surfers paradise	-28	153.4166667	tiger shark		unprovoked	1	swimming	torso	major lacerations	male	22	
31	1	1959	injured	WA	"swan river, south perth"	-31.95	115.85	bull shark	1.5	provoked	1	fishing	calf	abrasion	male	20	
17	1	1959	injured	QLD	"mooloolaba, alexandra headland"	-26.66666667	153.1166667	wobbegong	1.8	unprovoked	1	swimming	foot	minor lacerations	male	18	0920
17	1	1959	fatal	TAS	"safety cove, port arthur"	-43.15	147.85	white shark		provoked	1	swimming	other: body not recovered		male	22	1630
25	1	1959	injured	TAS	"whale bay, king island"	-39.85	143.8333333	white shark		unprovoked	1	unmotorised boating	leg	abrasion	male	16	
5	4	1959	uninjured	NSW	thirroul near wollongong	-34.3	150.9166667	whaler shark		provoked	1	spearfishing	other: uninjured		male		
11	4	1959	injured	QLD	"torres strait, coconut island"	-10.58333333	142.2166667	tiger shark	1.8	provoked	1		"arm, hand"	major lacerations	male	43	
22	11	1959	injured	QLD	northcliffe beach. gold coast	-28.01666667	153.4333333	tiger shark	4.5	provoked	1	swimming	leg	major lacerations	male	19	1100
29	11	1959	injured	VIC	"fairhaven beach, lorne"	-38.45	144.0833333	white shark	4.0	unprovoked	1	swimming	leg	major lacerations	male	19	1430
19	12	1959	fatal	QLD	"moreton bay, wynnum"	-27.43333333	153.1666667	tiger shark		unprovoked		swimming		major lacerations	male	29	
29	12	1959	uninjured	QLD	"moreton bay, scott's point beach, redcliff"	-27.23333333	153.1	tiger shark	3.6	provoked	1	boarding	other: uninjured		male		
15	1	1960	injured	VIC	"port phillip bay, ricketts point, parkdale"	-37.98333333	145.0166667	bronze whaler shark	2.5	provoked	1	spearfishing	head	minor lacerations	male		
16	1	1960	fatal	NSW	"roseville bridge, sydney"	-33.76666667	151.2	bull shark	3.3	unprovoked	1	snorkelling	leg	major lacerations	male	13	1530
3	4	1960	injured	VIC	"port phillip bay, canadian bay, mount eliza,"	-38.16666667	145.0666667	bronze whaler shark	1.5	provoked	1	spearfishing	head	minor lacerations	male		
13	4	1960	injured	NSW	"horseshoe bay, kempsey"	-30.86666667	153.0333333	white shark	3.7	unprovoked	1	swimming	"arm, torso"	abrasion	male	17	
3	4	1960	uninjured	NSW	"port stephens, broughton island"	-32.6	152.3166667	bronze whaler shark	3.6	provoked	1	spearfishing	other: uninjured		male		
27	11	1960	injured	QLD	"mackay, black beach"	-21.13333333	149.2	whaler shark	0.9	unprovoked	1	swimming	"arm, shoulder"	minor lacerations	male	44	1445
3	11	1960	injured	WA	hamelin bay	-34.21666667	115.0166667	wobbegong		provoked	1	spearfishing	arm	abrasion	male	24	
27	12	1960	injured	NSW	"manly, shelly beach"	-33.78333333	151.2833333	whaler shark	3.0	unprovoked	1	swimming	torso	abrasion	female	27	
20	12	1960	injured	QLD	"brisbane river, college crossing"	-27.36666667	153.15	bull shark	1.0	unprovoked	1	swimming	thigh	minor lacerations	male	33	0900
14	1	1961	injured	NSW	nambucca heads	-30.63333333	153.1833333	dogfish	1.3	provoked	1	swimming	head	minor lacerations	male	40	
17	2	1961	injured	VIC	"port phillip bay, mount martha beach"	-38.26666667	145.0166667	wobbegong		unprovoked	1	swimming		abrasion	female		
1	2	1961	uninjured	WA	carnac island	-32.11666667	115.65	wobbegong	2.7	provoked	1	spearfishing	other: uninjured		male		
30	3	1961	injured	SA	"glenelg, adelaide"	-34.96666667	138.5	bronze whaler shark		provoked	1	spearfishing	leg	abrasion	male	24	
18	3	1961	injured	VIC	"lady bay beach, warrnambool"	-38.38333333	142.4833333	white shark	3.1	unprovoked	1	swimming	torso	major lacerations	male	21	1700
12	3	1961	injured	SA	aldinga beach	-35.28333333	138.4333333	white shark	3.6	provoked	1	spearfishing	"arm, leg"	major lacerations	male	21	1430
3	4	1961	uninjured	VIC	flinders beach	-38.46666667	145.0166667	dusky shark	2.7	provoked	1	spearfishing	other: uninjured		male	24	0830
18	12	1961	fatal	QLD	"noosa heads, laguna bay"	-26.36666667	153.0833333	bull shark	3.0	unprovoked	1	boarding	"arm, leg"	major lacerations	male	22	0600
28	12	1961	injured	QLD	"mackay, lamberts beach"	-21.06666667	149.2166667	tiger shark	3.0	unprovoked	1	swimming	"arm, hand"	major lacerations	male	24	1615
28	12	1961	fatal	QLD	"mackay, lamberts beach"	-21.06666667	149.2166667	tiger shark	3.0	unprovoked	1	swimming	"arm, thigh"	major lacerations	female	18	1615
13	12	1961	injured	QLD	"torres strait, horn island"	-10.38333333	142.2833333	tiger shark	2.0	unprovoked	1	swimming	leg	major lacerations	male	17	1400
14	1	1962	injured	NSW	lennox head	-28.78333333	153.5833333	white shark		unprovoked	1	boarding	foot	major lacerations	male	19	
7	1	1962	uninjured	NSW	"long reef, sydney"	-33.73333333	151.3	white shark	2.0	unprovoked	1	boarding	other: uninjured		male		
4	2	1962	injured	QLD	"greenmount beach, coolangatta"	-28.15	153.5333333	wobbegong	0.6	provoked	1	swimming	leg	other: teeth marks	male	35	1430
29	11	1962	uninjured	NSW	"long reef, sydney"	-33.73333333	151.3166667	whaler shark	3.0	provoked	1	spearfishing	other: uninjured		male	26	
10	12	1962	fatal	SA	carrickalinga head	-35.4	138.3166667	white shark	3.6	provoked	1	spearfishing	leg	major lacerations	male	16	1300
28	1	1963	fatal	NSW	"middle harbour, sydney harbour"	-33.78333333	151.2333333	bull shark	3.0	unprovoked	1	other: standing in water	leg	major lacerations	female	32	
24	2	1963	injured	NSW	"austinmer beach, wollongong"	-34.3	150.9333333	bronze whaler shark	3.0	provoked	1	spearfishing	calf	minor lacerations	male	18	
13	4	1963	injured	WA	"yallingup, south perth"	-33.63333333	115	white shark	2.3	unprovoked	1	boarding	arm	major lacerations	male	25	
8	12	1963	injured	SA	aldinga beach	-35.28333333	138.4333333	white shark	5.0	provoked	1	spearfishing	"arm, torso"	minor lacerations	male	23	
1	1	1964	uninjured	WA	off coast of western aust	-31.95	115.85	whaler shark	2.5	provoked	1	spearfishing	other: uninjured		male		
18	1	1964	injured	WA	hamelin bay	-34.21666667	115.0166667	wobbegong		provoked	1	spearfishing	arm	other: teeth marks	male		
28	3	1964	injured	SA	"paradise beach, nr victor harbour"	-35.53333333	138.6166667	white shark		unprovoked	1	boarding	thigh	major lacerations	male	19	
4	10	1964	injured	WA	mandurah	-32.51666667	115.6833333			provoked		swimming	leg	other: teeth marks	male	19	
29	11	1964	injured	VIC	lady julia percy island	-38.41666667	142	white shark	4.0	provoked	1	snorkelling	leg	major lacerations	male	25	1330
16	1	1965	injured	VIC	port melbourne	-37.83333333	144.9333333	wobbegong	1.5	provoked	1	other: standing in water	thigh	minor lacerations	male		
3	11	1965	injured	QLD	"cairns, oak beach"	-16.91666667	145.7666667	tiger shark	2.4	unprovoked	1	boarding	thigh	other: teeth marks	male	24	
27	12	1965	injured	WA	rottnest island	-31.98333333	115.5333333	wobbegong	2.0	provoked	1	spearfishing	leg	other: teeth marks	male	40	
27	2	1966	injured	NSW	coledale beach near wollongong	-34.28333333	150.9333333	white shark	2.5	unprovoked	1	swimming	"arm, leg"	major lacerations	male	13	1400
20	5	1966	fatal	NSW	jervis bay	-35.03333333	150.7166667	white shark		unprovoked	1	swimming	"arm, shoulder"	major lacerations	male	40	
8	9	1966	uninjured	WA	rottnest island	-31.98333333	115.5333333	shortfin mako shark	2.0	provoked	1	spearfishing	other: uninjured		male		
26	12	1966	injured	NSW	"coogee beach, sydney"	-33.91666667	151.25	wobbegong	1.8	provoked	1	spearfishing	leg	major lacerations	male		
26	12	1966	injured	QLD	"heron island, broomfield reef"	-23.43333333	151.9	bronze whaler shark	2.1	provoked	1	spearfishing	"torso, shoulder"	major lacerations	male		
31	12	1966	injured	TAS	"bicheno, piccaninny point, "	-41.86666667	148.3	white shark	1.8	provoked	1	swimming	arm	minor lacerations	male	30	1320
27	12	1966	injured	NSW	"south west rocks, trial bay"	-30.88333333	153.05	wobbegong		provoked	1	spearfishing	"arm, hand"	major lacerations	male	19	
15	4	1967	injured	NSW	"south coast, wollongong"	-34.41666667	150.8833333	bronze whaler shark	2.0	provoked	1	spearfishing	"arm, hand"	minor lacerations	male	21	
19	8	1967	fatal	WA	jurien bay	-30.25	115.0166667	white shark	4.0	provoked	1	spearfishing	torso	major lacerations	male	23	
20	2	1968	injured	WA	"swan river, belmont"	-31.95	115.85	bull shark		unprovoked	1	swimming	thigh	minor lacerations	female	12	
4	2	1968	uninjured	SA	cape jervis	-35.6	138.0833333	bronze whaler shark	3.0	provoked	1	spearfishing	other: uninjured		male	26	1830
12	9	1968	uninjured	SA	"thistle island, port lincoln"	-35	136.1666667	white shark		provoked	1	diving	other: uninjured		male		
27	1	1969	injured	NSW	"currarong beach, jervis bay"	-35	150.8166667	bronze whaler shark	2.4	provoked	1	snorkelling	leg	minor lacerations	male	21	0730
24	6	1969	injured	NSW	"kiama, wollongong"	-34.66666667	150.85	wobbegong	3.5	provoked	1	spearfishing	"leg, hand"	minor lacerations	male	37	1500
29	11	1969	injured	WA	"swan river, perth"	-31.95	115.85	bull shark	1.8	unprovoked	1	swimming	leg	minor lacerations	male	15	
2	1	1971	injured	TAS	east devonport beach	-41.15	148.35	school shark		unprovoked	1	swimming	torso	minor lacerations	male		1640
8	2	1971	injured	WA	esperance	-33.85	121.8833333	whaler shark		provoked		spearfishing	"arm, hand"	major lacerations	male	21	
10	12	1971	fatal	QLD	"cape capricorn, gladstone"	-23.48333333	151.2	tiger shark	3.6	unprovoked	1	swimming	other: body not recovered		male	19	1500
20	2	1972	injured	VIC	"sandy point, wilsons promotory"	-38.81666667	148.0833333	white shark		unprovoked	1	boarding	leg	minor lacerations	male	18	
1	4	1972	injured	QLD	"moreton bay, wellington point"	-27.46666667	153.2333333			unprovoked	1	swimming	leg	minor lacerations	female		
8	8	1972	injured	TAS	"tasman island, tasman peninsula"	-43.23333333	148	white shark	3.6	provoked	1	diving	foot	minor lacerations	male	45	1115
21	10	1972	injured	NSW	"wairo beach, milton"	-35.35	150.4666667	white shark	3.0	unprovoked	1	boarding	thigh	major lacerations	male	18	0830
21	10	1972	injured	QLD	"mackay, steven's reef (96km off mackay)"	-17.1	146.4	whaler shark		provoked	1	spearfishing	arm	minor lacerations	male	24	
1	11	1972	uninjured	SA	"thistle island, port lincoln"	-35	136.1666667	white shark		provoked	1	diving	other: uninjured		male		
10	1	1973	injured	NSW	"umina beach, central coast"	-33.51666667	151.3166667	white shark		unprovoked	1	boarding	foot	minor lacerations	male	19	
25	3	1973	injured	QLD	"havana island, nr lucinda"	-18.51666667	146.35	tiger shark	2.0	unprovoked	3	swimming	"arm, hand"	minor lacerations	male	43	
25	8	1973	injured	QLD	"stradbroke island, point lookout"	-27.41666667	153.5333333	white shark	4.1	unprovoked	1	boarding	foot	major lacerations	male	16	0730
3	11	1973	injured	QLD	"gin arm creek, north qld"	-17.68333333	139.3666667	bull shark		unprovoked	1	swimming	leg	minor lacerations	male		
9	1	1974	fatal	SA	streaky bay	-32.76666667	134.2	white shark	3.2	provoked	1	diving	"arm, leg, torso"	major lacerations	male	25	1300
1	9	1974	fatal	QLD	"south stradbroke island, jumpinpin "	-27.73333333	153.6833333	tiger shark		unprovoked	1	swimming	torso		male	30	
10	12	1974	injured	WA	geographe bay	-33.63333333	115.35	wobbegong		unprovoked	1	diving			male	32	
19	1	1975	fatal	SA	"port lincoln, almonta beach"	-34.68333333	135.35	white shark		unprovoked	1	boarding	torso		male	17	1100
27	2	1975	injured	VIC	"cotters lake beach, wilsons promontory"	-38.93333333	146.2333333	white shark	3.2	unprovoked	1	boarding	thigh	minor lacerations	male	22	
7	2	1975	fatal	SA	"cactus beach, point sinclair, penong"	-32.08333333	132.9666667	white shark	3.0	provoked	1	snorkelling	leg	major lacerations	male	12	
9	2	1975	injured	VIC	"soapys point, anglesea"	-38.4	144.1833333	wobbegong	2.4	provoked	1	snorkelling	"torso, shoulder"	minor lacerations	male	45	
18	3	1975	injured	QLD	mornington island	-16.55	139.4	tiger shark		unprovoked	1	swimming	"arm, hand"	major lacerations	female		
26	7	1975	injured	QLD	"maroochydore, alexandra head"	-26.65	153.0833333	white shark	3.0	unprovoked	1	boarding	"leg, pelvic region"	major lacerations	male	21	1700
30	7	1975	fatal	TAS	"bruny island, fluted cape"	-43.35	147.35	white shark		provoked	1	diving	other: body not recovered		male	37	1300
20	11	1975	injured	NSW	"queenscliff beach, sydney"	-33.78333333	151.2833333	wobbegong	2.0	provoked	1	spearfishing	leg	minor lacerations	male	20	1215
19	9	1976	injured	SA	point lowly	-32.98333333	137.7833333	white shark	2.7	provoked	1	spearfishing	leg	major lacerations	male	17	
26	2	1977	injured	NSW	kingscliffe beach	-28.23333333	153.5666667	tiger shark	4.0	unprovoked	1	boarding		major lacerations	male	24	
13	3	1977	fatal	QLD	moreton bay	-27.25	153.25	tiger shark	4.0	unprovoked	1	swimming	other: body not recovered		male	43	
13	3	1977	fatal	QLD	moreton bay	-27.25	153.25	tiger shark	4.0	unprovoked	1	swimming	torso		male	74	
25	4	1977	injured	QLD	"burleigh heads, tallebudgera creek"	-28.08333333	153.45	bull shark		unprovoked	1	swimming	leg	major lacerations	male	19	
23	8	1977	fatal	QLD	"caloundra, buddina beach"	-26.68333333	153.1333333	tiger shark		unprovoked	1	snorkelling	"arm, torso, foot"	major lacerations	male	26	
31	8	1977	injured	SA	cactus beach	-32.08333333	132.9666667	white shark		unprovoked	1	boarding	thigh	minor lacerations	male	17	
28	8	1978	uninjured	WA	"mullaloo beach, perth"	-31.76666667	115.7166667	white shark	2.0	unprovoked	1	boarding	other: uninjured		male	15	0730
1	9	1978	uninjured	TAS	munro bight	-43.16666667	147.9833333	white shark		provoked	1	diving	other: uninjured		male	34	1200
29	12	1978	injured	QLD	"bribie island, pumicestone passage"	-26.8	153.1166667	bull shark		unprovoked	1	swimming	leg	other: teeth marks	male	15	
2	1	1979	uninjured	QLD	mooloolaba	-26.66666667	153.1166667	bronze whaler shark	2.4	provoked	1	swimming	other: uninjured		male		
16	9	1979	injured	NSW	"byron bay, the pass"	-28.63333333	153.6166667	whaler shark	2.0	unprovoked	1	swimming	thigh	minor lacerations	male	18	
5	1	1980	injured	NSW	seal rocks	-32.43333333	152.5166667	wobbegong	1.8	provoked	1	diving	arm	minor lacerations	male		
2	3	1980	injured	VIC	"shoreham beach, port phillip bay"	-38.41666667	145.05	bronze whaler shark	3.0	provoked	1	spearfishing	"arm, hand"	minor lacerations	male	42	1130
28	3	1980	injured	QLD	"stradbroke island, point lookout"	-27.41666667	153.5333333	whaler shark		unprovoked	1	boarding	calf	minor lacerations	male	21	
1	9	1980	uninjured	SA	cactus beach	-32.08333333	132.9666667	white shark		unprovoked	1	boarding	other: uninjured		male		
22	10	1980	injured	QLD	marian reef	-16.91666667	145.7666667	grey reef shark	2.0	provoked	1	diving	head	minor lacerations	female		
18	11	1980	injured	WA	lancelin	-31	115.3	white shark		unprovoked	1	swimming	torso	major lacerations	male		
1	1	1981	uninjured	NSW	byron bay	-28.63333333	153.6166667	tiger shark	2.5	unprovoked	1	boarding	other: uninjured		male	27	0700
7	2	1981	injured	WA	"rottnest island, parker point"	-32	115.5166667	wobbegong	1.5	unprovoked	1	swimming	leg	surface wound	male	37	
16	2	1981	injured	WA	"leighton beach, perth"	-32.01666667	115.7333333	wobbegong	1.0	unprovoked	1	other: standing in water	foot	other: teeth marks	male		
13	12	1981	injured	QLD	green island	-16.75	145.9666667	tiger shark		unprovoked		swimming	torso	major lacerations	female		
1	2	1982	uninjured	TAS	"recherche bay, the strip"	-43.51666667	146.9	white shark	5.5	provoked	1	diving	other: uninjured		male		
28	2	1982	fatal	TAS	south cape bay	-43.56666667	146.8833333	white shark	6.0	provoked	1	spearfishing	other: body not recovered		male	32	
7	3	1982	fatal	NSW	"byron bay, tallow beach"	-28.63333333	153.6166667	white shark		unprovoked	1	boarding	leg	major lacerations	male	20	
25	7	1983	uninjured	QLD	"broadhurst reef, townsville"	-18.9	147.7333333	tiger shark	4.0	unprovoked	1	swimming			male	33	
